staff_id,staff_name,role,week_start,appointments_handled,sla_met_rate,escalations,followups_due,followups_completed,followup_rate,avg_handle_time_min,month,month_name,year,sla_met_pct,followup_pct
S003,Staff_03,Receptionist,2024-07-29,77,0.7894,4,24,20,0.8333,14.9,7,Jul,2024,78.9,83.3
S003,Staff_03,Receptionist,2024-08-05,65,0.914,4,20,16,0.8,12.1,8,Aug,2024,91.4,80.0
S003,Staff_03,Receptionist,2024-08-12,116,0.9613,5,9,7,0.7778,18.3,8,Aug,2024,96.1,77.8
S003,Staff_03,Receptionist,2024-08-19,95,0.9715,1,9,8,0.8889,11.9,8,Aug,2024,97.2,88.9
S003,Staff_03,Receptionist,2024-08-26,96,0.8843,3,19,13,0.6842,9.8,8,Aug,2024,88.4,68.4
S003,Staff_03,Receptionist,2024-09-02,90,0.8299,0,6,3,0.5,18.8,9,Sep,2024,83.0,50.0
S003,Staff_03,Receptionist,2024-09-09,66,0.7985,4,13,9,0.6923,10.4,9,Sep,2024,79.8,69.2
S003,Staff_03,Receptionist,2024-09-16,77,0.9878,3,20,14,0.7,8.2,9,Sep,2024,98.8,70.0
S003,Staff_03,Receptionist,2024-09-23,104,0.8843,1,18,17,0.9444,8.7,9,Sep,2024,88.4,94.4
S003,Staff_03,Receptionist,2024-09-30,57,0.9478,1,12,10,0.8333,19.1,9,Sep,2024,94.8,83.3
S003,Staff_03,Receptionist,2024-10-07,88,0.8271,3,18,14,0.7778,9.6,10,Oct,2024,82.7,77.8
S003,Staff_03,Receptionist,2024-10-14,55,0.9112,4,9,6,0.6667,9.4,10,Oct,2024,91.1,66.7
S003,Staff_03,Receptionist,2024-10-21,109,0.8529,0,18,14,0.7778,11.2,10,Oct,2024,85.3,77.8
S003,Staff_03,Receptionist,2024-10-28,70,0.908,3,9,6,0.6667,10.1,10,Oct,2024,90.8,66.7
S003,Staff_03,Receptionist,2024-11-04,94,0.8479,4,8,7,0.875,13.1,11,Nov,2024,84.8,87.5
S003,Staff_03,Receptionist,2024-11-11,53,0.8211,2,24,15,0.625,15.5,11,Nov,2024,82.1,62.5
S003,Staff_03,Receptionist,2024-11-18,68,0.9806,2,9,8,0.8889,9.1,11,Nov,2024,98.1,88.9
S003,Staff_03,Receptionist,2024-11-25,89,0.7875,0,8,6,0.75,18.5,11,Nov,2024,78.8,75.0
S003,Staff_03,Receptionist,2024-12-02,120,0.8639,1,18,14,0.7778,9.5,12,Dec,2024,86.4,77.8
S003,Staff_03,Receptionist,2024-12-09,119,0.9076,3,11,8,0.7273,10.3,12,Dec,2024,90.8,72.7
S003,Staff_03,Receptionist,2024-12-16,55,0.8855,2,5,3,0.6,12.2,12,Dec,2024,88.6,60.0
S003,Staff_03,Receptionist,2024-12-23,91,0.8148,5,14,9,0.6429,11.3,12,Dec,2024,81.5,64.3
S003,Staff_03,Receptionist,2024-12-30,89,0.9103,3,17,11,0.6471,10.6,12,Dec,2024,91.0,64.7
S004,Staff_04,Admin Officer,2023-06-05,40,0.9538,4,23,19,0.8261,16.5,6,Jun,2023,95.4,82.6
S004,Staff_04,Admin Officer,2023-06-12,70,0.8991,4,13,11,0.8462,8.1,6,Jun,2023,89.9,84.6
S004,Staff_04,Admin Officer,2023-06-19,57,0.8355,3,8,5,0.625,13.6,6,Jun,2023,83.6,62.5
S004,Staff_04,Admin Officer,2023-06-26,64,0.7896,5,12,9,0.75,8.4,6,Jun,2023,79.0,75.0
S004,Staff_04,Admin Officer,2023-07-03,103,0.9829,5,18,12,0.6667,13.0,7,Jul,2023,98.3,66.7
S004,Staff_04,Admin Officer,2023-07-10,60,0.8062,1,21,18,0.8571,18.7,7,Jul,2023,80.6,85.7
S004,Staff_04,Admin Officer,2023-07-17,99,0.8471,4,8,7,0.875,9.1,7,Jul,2023,84.7,87.5
S004,Staff_04,Admin Officer,2023-07-24,114,0.8215,5,7,6,0.8571,12.0,7,Jul,2023,82.2,85.7
S004,Staff_04,Admin Officer,2023-07-31,82,0.868,4,20,17,0.85,19.7,7,Jul,2023,86.8,85.0
S004,Staff_04,Admin Officer,2023-08-07,46,0.8589,3,12,11,0.9167,9.7,8,Aug,2023,85.9,91.7
S004,Staff_04,Admin Officer,2023-08-14,82,0.9465,3,24,14,0.5833,18.9,8,Aug,2023,94.6,58.3
S004,Staff_04,Admin Officer,2023-08-21,43,0.8447,2,20,17,0.85,13.6,8,Aug,2023,84.5,85.0
S004,Staff_04,Admin Officer,2023-08-28,67,0.8154,2,18,11,0.6111,12.2,8,Aug,2023,81.5,61.1
S004,Staff_04,Admin Officer,2023-09-04,87,0.8606,5,8,5,0.625,12.8,9,Sep,2023,86.1,62.5
S004,Staff_04,Admin Officer,2023-09-11,60,0.7846,3,23,22,0.9565,17.2,9,Sep,2023,78.5,95.6
S004,Staff_04,Admin Officer,2023-09-18,100,0.9385,0,7,4,0.5714,9.5,9,Sep,2023,93.8,57.1
S004,Staff_04,Admin Officer,2023-09-25,41,0.9307,1,6,5,0.8333,16.3,9,Sep,2023,93.1,83.3
S004,Staff_04,Admin Officer,2023-10-02,55,0.8123,2,9,7,0.7778,14.2,10,Oct,2023,81.2,77.8
S004,Staff_04,Admin Officer,2023-10-09,105,0.8996,5,7,4,0.5714,17.6,10,Oct,2023,90.0,57.1
S004,Staff_04,Admin Officer,2023-10-16,84,0.8438,1,8,4,0.5,12.8,10,Oct,2023,84.4,50.0
S004,Staff_04,Admin Officer,2023-10-23,83,0.9247,0,17,12,0.7059,12.9,10,Oct,2023,92.5,70.6
S004,Staff_04,Admin Officer,2023-10-30,68,0.8566,5,11,9,0.8182,12.4,10,Oct,2023,85.7,81.8
S004,Staff_04,Admin Officer,2023-11-06,54,0.8481,0,20,15,0.75,14.7,11,Nov,2023,84.8,75.0
S004,Staff_04,Admin Officer,2023-11-13,97,0.8273,3,13,10,0.7692,14.8,11,Nov,2023,82.7,76.9
S004,Staff_04,Admin Officer,2023-11-20,79,0.9192,5,11,9,0.8182,19.3,11,Nov,2023,91.9,81.8
S004,Staff_04,Admin Officer,2023-11-27,67,0.9731,5,17,14,0.8235,18.2,11,Nov,2023,97.3,82.4
S004,Staff_04,Admin Officer,2023-12-04,92,0.85,5,23,21,0.913,14.7,12,Dec,2023,85.0,91.3
S004,Staff_04,Admin Officer,2023-12-11,58,0.9504,5,25,17,0.68,17.6,12,Dec,2023,95.0,68.0
S004,Staff_04,Admin Officer,2023-12-18,68,0.9752,1,9,8,0.8889,8.7,12,Dec,2023,97.5,88.9
S004,Staff_04,Admin Officer,2023-12-25,77,0.9534,5,6,5,0.8333,10.0,12,Dec,2023,95.3,83.3
S004,Staff_04,Admin Officer,2024-01-01,65,0.8857,0,23,21,0.913,19.9,1,Jan,2024,88.6,91.3
S004,Staff_04,Admin Officer,2024-01-08,61,0.8426,5,14,13,0.9286,14.0,1,Jan,2024,84.3,92.9
S004,Staff_04,Admin Officer,2024-01-15,54,0.9684,0,12,11,0.9167,18.2,1,Jan,2024,96.8,91.7
S004,Staff_04,Admin Officer,2024-01-22,57,0.9495,5,16,15,0.9375,15.7,1,Jan,2024,95.0,93.8
S004,Staff_04,Admin Officer,2024-01-29,93,0.9614,5,13,12,0.9231,19.4,1,Jan,2024,96.1,92.3
S004,Staff_04,Admin Officer,2024-02-05,58,0.9314,5,10,9,0.9,17.8,2,Feb,2024,93.1,90.0
S004,Staff_04,Admin Officer,2024-02-12,48,0.8563,3,9,6,0.6667,19.1,2,Feb,2024,85.6,66.7
S004,Staff_04,Admin Officer,2024-02-19,90,0.8519,0,18,16,0.8889,8.0,2,Feb,2024,85.2,88.9
S004,Staff_04,Admin Officer,2024-02-26,96,0.7872,2,23,21,0.913,12.8,2,Feb,2024,78.7,91.3
S004,Staff_04,Admin Officer,2024-03-04,76,0.7977,0,18,11,0.6111,15.3,3,Mar,2024,79.8,61.1
S004,Staff_04,Admin Officer,2024-03-11,85,0.9339,3,17,11,0.6471,8.9,3,Mar,2024,93.4,64.7
S004,Staff_04,Admin Officer,2024-03-18,64,0.9298,2,8,7,0.875,14.2,3,Mar,2024,93.0,87.5
S004,Staff_04,Admin Officer,2024-03-25,54,0.9572,0,19,12,0.6316,9.7,3,Mar,2024,95.7,63.2
S004,Staff_04,Admin Officer,2024-04-01,52,0.8028,5,18,17,0.9444,14.0,4,Apr,2024,80.3,94.4
S004,Staff_04,Admin Officer,2024-04-08,102,0.7873,5,7,6,0.8571,18.0,4,Apr,2024,78.7,85.7
S004,Staff_04,Admin Officer,2024-04-15,57,0.8742,5,14,10,0.7143,15.3,4,Apr,2024,87.4,71.4
S004,Staff_04,Admin Officer,2024-04-22,62,0.8487,5,6,5,0.8333,15.2,4,Apr,2024,84.9,83.3
S004,Staff_04,Admin Officer,2024-04-29,49,0.8896,2,13,10,0.7692,15.2,4,Apr,2024,89.0,76.9
S004,Staff_04,Admin Officer,2024-05-06,93,0.9737,5,13,10,0.7692,14.5,5,May,2024,97.4,76.9
S004,Staff_04,Admin Officer,2024-05-13,68,0.8418,5,17,10,0.5882,16.5,5,May,2024,84.2,58.8
S004,Staff_04,Admin Officer,2024-05-20,105,0.8778,1,10,8,0.8,18.7,5,May,2024,87.8,80.0
S004,Staff_04,Admin Officer,2024-05-27,98,0.9366,1,7,6,0.8571,8.7,5,May,2024,93.7,85.7
S004,Staff_04,Admin Officer,2024-06-03,64,0.947,5,22,18,0.8182,10.6,6,Jun,2024,94.7,81.8
S004,Staff_04,Admin Officer,2024-06-10,63,0.8594,3,23,15,0.6522,14.6,6,Jun,2024,85.9,65.2
S004,Staff_04,Admin Officer,2024-06-17,102,0.8133,1,6,3,0.5,8.6,6,Jun,2024,81.3,50.0
S004,Staff_04,Admin Officer,2024-06-24,108,0.9274,0,12,7,0.5833,18.4,6,Jun,2024,92.7,58.3
S004,Staff_04,Admin Officer,2024-07-01,43,0.9028,5,23,19,0.8261,18.6,7,Jul,2024,90.3,82.6
S004,Staff_04,Admin Officer,2024-07-08,108,0.8218,2,17,12,0.7059,18.9,7,Jul,2024,82.2,70.6
S004,Staff_04,Admin Officer,2024-07-15,105,0.9765,4,21,16,0.7619,13.4,7,Jul,2024,97.6,76.2
S004,Staff_04,Admin Officer,2024-07-22,63,0.9326,4,5,3,0.6,15.0,7,Jul,2024,93.3,60.0
S004,Staff_04,Admin Officer,2024-07-29,66,0.8727,1,22,13,0.5909,11.9,7,Jul,2024,87.3,59.1
S004,Staff_04,Admin Officer,2024-08-05,51,0.9604,5,8,5,0.625,18.7,8,Aug,2024,96.0,62.5
S004,Staff_04,Admin Officer,2024-08-12,96,0.9658,5,11,9,0.8182,9.1,8,Aug,2024,96.6,81.8
S004,Staff_04,Admin Officer,2024-08-19,71,0.9894,1,13,9,0.6923,13.9,8,Aug,2024,98.9,69.2
S004,Staff_04,Admin Officer,2024-08-26,87,0.8539,2,12,9,0.75,9.6,8,Aug,2024,85.4,75.0
S004,Staff_04,Admin Officer,2024-09-02,73,0.81,3,10,6,0.6,9.0,9,Sep,2024,81.0,60.0
S004,Staff_04,Admin Officer,2024-09-09,44,0.9381,3,14,9,0.6429,17.5,9,Sep,2024,93.8,64.3
S004,Staff_04,Admin Officer,2024-09-16,119,0.9059,4,19,15,0.7895,18.4,9,Sep,2024,90.6,79.0
S004,Staff_04,Admin Officer,2024-09-23,51,0.9786,2,18,17,0.9444,12.2,9,Sep,2024,97.9,94.4
S004,Staff_04,Admin Officer,2024-09-30,74,0.8707,3,11,10,0.9091,11.7,9,Sep,2024,87.1,90.9
S004,Staff_04,Admin Officer,2024-10-07,59,0.8553,1,12,11,0.9167,18.5,10,Oct,2024,85.5,91.7
S004,Staff_04,Admin Officer,2024-10-14,106,0.8605,1,14,12,0.8571,9.4,10,Oct,2024,86.1,85.7
S004,Staff_04,Admin Officer,2024-10-21,109,0.8494,4,11,7,0.6364,17.3,10,Oct,2024,84.9,63.6
S004,Staff_04,Admin Officer,2024-10-28,94,0.9521,2,20,15,0.75,9.8,10,Oct,2024,95.2,75.0
S004,Staff_04,Admin Officer,2024-11-04,110,0.9453,2,21,14,0.6667,17.2,11,Nov,2024,94.5,66.7
S004,Staff_04,Admin Officer,2024-11-11,109,0.8668,4,20,15,0.75,18.4,11,Nov,2024,86.7,75.0
S004,Staff_04,Admin Officer,2024-11-18,104,0.8297,2,14,13,0.9286,12.2,11,Nov,2024,83.0,92.9
S004,Staff_04,Admin Officer,2024-11-25,117,0.911,2,15,9,0.6,10.3,11,Nov,2024,91.1,60.0
S004,Staff_04,Admin Officer,2024-12-02,96,0.9322,5,10,8,0.8,14.1,12,Dec,2024,93.2,80.0
S004,Staff_04,Admin Officer,2024-12-09,102,0.8859,5,24,20,0.8333,16.7,12,Dec,2024,88.6,83.3
S004,Staff_04,Admin Officer,2024-12-16,75,0.9687,4,5,3,0.6,14.8,12,Dec,2024,96.9,60.0
S004,Staff_04,Admin Officer,2024-12-23,71,0.9738,0,7,4,0.5714,17.5,12,Dec,2024,97.4,57.1
S004,Staff_04,Admin Officer,2024-12-30,45,0.8916,4,7,6,0.8571,18.0,12,Dec,2024,89.2,85.7
S005,Staff_05,Nurse,2023-06-05,60,0.9826,2,18,11,0.6111,14.0,6,Jun,2023,98.3,61.1
S005,Staff_05,Nurse,2023-06-12,105,0.8326,2,20,19,0.95,16.0,6,Jun,2023,83.3,95.0
S005,Staff_05,Nurse,2023-06-19,70,0.7998,0,18,12,0.6667,15.4,6,Jun,2023,80.0,66.7
S005,Staff_05,Nurse,2023-06-26,80,0.8363,2,9,7,0.7778,18.5,6,Jun,2023,83.6,77.8
S005,Staff_05,Nurse,2023-07-03,70,0.9855,4,15,9,0.6,10.2,7,Jul,2023,98.6,60.0
S005,Staff_05,Nurse,2023-07-10,79,0.8394,5,10,8,0.8,19.9,7,Jul,2023,83.9,80.0
S005,Staff_05,Nurse,2023-07-17,51,0.8767,3,5,3,0.6,8.6,7,Jul,2023,87.7,60.0
S005,Staff_05,Nurse,2023-07-24,104,0.8236,3,20,17,0.85,17.9,7,Jul,2023,82.4,85.0
S005,Staff_05,Nurse,2023-07-31,46,0.785,2,12,7,0.5833,16.6,7,Jul,2023,78.5,58.3
S005,Staff_05,Nurse,2023-08-07,118,0.8604,5,12,11,0.9167,19.5,8,Aug,2023,86.0,91.7
S005,Staff_05,Nurse,2023-08-14,91,0.8469,2,13,8,0.6154,11.6,8,Aug,2023,84.7,61.5
S005,Staff_05,Nurse,2023-08-21,79,0.9429,5,21,14,0.6667,9.6,8,Aug,2023,94.3,66.7
S005,Staff_05,Nurse,2023-08-28,74,0.8699,2,24,22,0.9167,16.0,8,Aug,2023,87.0,91.7
S005,Staff_05,Nurse,2023-09-04,104,0.9714,3,18,16,0.8889,18.9,9,Sep,2023,97.1,88.9
S005,Staff_05,Nurse,2023-09-11,107,0.8239,4,9,7,0.7778,18.6,9,Sep,2023,82.4,77.8
S005,Staff_05,Nurse,2023-09-18,57,0.8234,2,10,8,0.8,16.9,9,Sep,2023,82.3,80.0
S005,Staff_05,Nurse,2023-09-25,76,0.9228,1,7,5,0.7143,13.8,9,Sep,2023,92.3,71.4
S005,Staff_05,Nurse,2023-10-02,113,0.9252,1,12,7,0.5833,12.0,10,Oct,2023,92.5,58.3
S005,Staff_05,Nurse,2023-10-09,91,0.9834,2,6,4,0.6667,12.9,10,Oct,2023,98.3,66.7
S005,Staff_05,Nurse,2023-10-16,61,0.9538,2,19,17,0.8947,10.7,10,Oct,2023,95.4,89.5
S005,Staff_05,Nurse,2023-10-23,41,0.7899,2,24,21,0.875,9.9,10,Oct,2023,79.0,87.5
S005,Staff_05,Nurse,2023-10-30,54,0.8338,4,21,13,0.619,17.8,10,Oct,2023,83.4,61.9
S005,Staff_05,Nurse,2023-11-06,90,0.7861,1,20,14,0.7,13.7,11,Nov,2023,78.6,70.0
S005,Staff_05,Nurse,2023-11-13,74,0.985,2,7,4,0.5714,14.1,11,Nov,2023,98.5,57.1
S005,Staff_05,Nurse,2023-11-20,41,0.937,5,16,13,0.8125,12.5,11,Nov,2023,93.7,81.2
S005,Staff_05,Nurse,2023-11-27,68,0.8884,3,11,9,0.8182,16.6,11,Nov,2023,88.8,81.8
S005,Staff_05,Nurse,2023-12-04,66,0.948,1,23,18,0.7826,14.4,12,Dec,2023,94.8,78.3
S005,Staff_05,Nurse,2023-12-11,107,0.8122,3,13,10,0.7692,12.8,12,Dec,2023,81.2,76.9
S005,Staff_05,Nurse,2023-12-18,68,0.7993,3,16,11,0.6875,13.3,12,Dec,2023,79.9,68.8
S005,Staff_05,Nurse,2023-12-25,120,0.7839,2,24,17,0.7083,9.5,12,Dec,2023,78.4,70.8
S005,Staff_05,Nurse,2024-01-01,67,0.8757,2,13,8,0.6154,12.5,1,Jan,2024,87.6,61.5
S005,Staff_05,Nurse,2024-01-08,65,0.9171,5,14,10,0.7143,14.1,1,Jan,2024,91.7,71.4
S005,Staff_05,Nurse,2024-01-15,41,0.8278,4,19,18,0.9474,12.4,1,Jan,2024,82.8,94.7
S005,Staff_05,Nurse,2024-01-22,104,0.8687,1,7,5,0.7143,12.1,1,Jan,2024,86.9,71.4
S005,Staff_05,Nurse,2024-01-29,68,0.8152,2,7,4,0.5714,12.4,1,Jan,2024,81.5,57.1
S005,Staff_05,Nurse,2024-02-05,105,0.8774,3,18,17,0.9444,15.9,2,Feb,2024,87.7,94.4
S005,Staff_05,Nurse,2024-02-12,59,0.8867,1,15,9,0.6,10.7,2,Feb,2024,88.7,60.0
S005,Staff_05,Nurse,2024-02-19,82,0.9707,2,5,4,0.8,12.3,2,Feb,2024,97.1,80.0
S005,Staff_05,Nurse,2024-02-26,49,0.8557,1,19,12,0.6316,14.2,2,Feb,2024,85.6,63.2
S005,Staff_05,Nurse,2024-03-04,96,0.969,1,18,16,0.8889,10.5,3,Mar,2024,96.9,88.9
S005,Staff_05,Nurse,2024-03-11,110,0.9592,5,24,18,0.75,18.5,3,Mar,2024,95.9,75.0
S005,Staff_05,Nurse,2024-03-18,102,0.806,2,15,10,0.6667,18.2,3,Mar,2024,80.6,66.7
S005,Staff_05,Nurse,2024-03-25,87,0.9666,5,21,19,0.9048,17.1,3,Mar,2024,96.7,90.5
S005,Staff_05,Nurse,2024-04-01,97,0.8817,2,18,15,0.8333,9.2,4,Apr,2024,88.2,83.3
S005,Staff_05,Nurse,2024-04-08,93,0.9427,0,7,5,0.7143,18.9,4,Apr,2024,94.3,71.4
S005,Staff_05,Nurse,2024-04-15,101,0.9197,3,12,9,0.75,12.8,4,Apr,2024,92.0,75.0
S005,Staff_05,Nurse,2024-04-22,84,0.9795,0,19,17,0.8947,16.7,4,Apr,2024,98.0,89.5
S005,Staff_05,Nurse,2024-04-29,76,0.9877,2,14,11,0.7857,8.8,4,Apr,2024,98.8,78.6
S005,Staff_05,Nurse,2024-05-06,118,0.8139,2,13,7,0.5385,9.0,5,May,2024,81.4,53.8
S005,Staff_05,Nurse,2024-05-13,60,0.929,2,22,14,0.6364,18.5,5,May,2024,92.9,63.6
S005,Staff_05,Nurse,2024-05-20,68,0.9012,4,25,19,0.76,8.4,5,May,2024,90.1,76.0
S005,Staff_05,Nurse,2024-05-27,57,0.9103,3,25,18,0.72,13.5,5,May,2024,91.0,72.0
S005,Staff_05,Nurse,2024-06-03,64,0.9374,2,24,14,0.5833,8.3,6,Jun,2024,93.7,58.3
S005,Staff_05,Nurse,2024-06-10,117,0.8438,3,14,10,0.7143,16.3,6,Jun,2024,84.4,71.4
S005,Staff_05,Nurse,2024-06-17,102,0.7948,0,19,11,0.5789,16.5,6,Jun,2024,79.5,57.9
S005,Staff_05,Nurse,2024-06-24,102,0.8527,2,11,7,0.6364,18.0,6,Jun,2024,85.3,63.6
S005,Staff_05,Nurse,2024-07-01,51,0.9623,5,25,16,0.64,17.6,7,Jul,2024,96.2,64.0
S005,Staff_05,Nurse,2024-07-08,89,0.8032,1,12,9,0.75,18.2,7,Jul,2024,80.3,75.0
S005,Staff_05,Nurse,2024-07-15,114,0.8182,0,7,5,0.7143,8.7,7,Jul,2024,81.8,71.4
S005,Staff_05,Nurse,2024-07-22,94,0.8786,2,18,16,0.8889,18.7,7,Jul,2024,87.9,88.9
S005,Staff_05,Nurse,2024-07-29,72,0.8732,0,12,7,0.5833,9.3,7,Jul,2024,87.3,58.3
S005,Staff_05,Nurse,2024-08-05,68,0.8962,5,6,5,0.8333,11.8,8,Aug,2024,89.6,83.3
S005,Staff_05,Nurse,2024-08-12,92,0.8415,3,10,7,0.7,9.2,8,Aug,2024,84.2,70.0
S005,Staff_05,Nurse,2024-08-19,86,0.8322,1,8,5,0.625,10.9,8,Aug,2024,83.2,62.5
S005,Staff_05,Nurse,2024-08-26,114,0.8586,5,6,5,0.8333,16.2,8,Aug,2024,85.9,83.3
S005,Staff_05,Nurse,2024-09-02,45,0.8936,2,25,17,0.68,16.0,9,Sep,2024,89.4,68.0
S005,Staff_05,Nurse,2024-09-09,76,0.95,3,23,22,0.9565,19.7,9,Sep,2024,95.0,95.6
S005,Staff_05,Nurse,2024-09-16,52,0.825,5,19,12,0.6316,17.2,9,Sep,2024,82.5,63.2
S005,Staff_05,Nurse,2024-09-23,92,0.9304,3,22,20,0.9091,16.4,9,Sep,2024,93.0,90.9
S005,Staff_05,Nurse,2024-09-30,119,0.9211,4,13,12,0.9231,14.4,9,Sep,2024,92.1,92.3
S005,Staff_05,Nurse,2024-10-07,85,0.8617,3,9,6,0.6667,11.3,10,Oct,2024,86.2,66.7
S005,Staff_05,Nurse,2024-10-14,118,0.7916,5,25,22,0.88,14.4,10,Oct,2024,79.2,88.0
S005,Staff_05,Nurse,2024-10-21,93,0.7887,2,19,12,0.6316,18.9,10,Oct,2024,78.9,63.2
S005,Staff_05,Nurse,2024-10-28,80,0.8518,3,9,5,0.5556,17.6,10,Oct,2024,85.2,55.6
S005,Staff_05,Nurse,2024-11-04,87,0.7996,0,20,18,0.9,17.7,11,Nov,2024,80.0,90.0
S005,Staff_05,Nurse,2024-11-11,96,0.8732,0,7,5,0.7143,17.5,11,Nov,2024,87.3,71.4
S005,Staff_05,Nurse,2024-11-18,42,0.8308,2,22,14,0.6364,8.2,11,Nov,2024,83.1,63.6
S005,Staff_05,Nurse,2024-11-25,96,0.7927,1,15,10,0.6667,8.7,11,Nov,2024,79.3,66.7
S005,Staff_05,Nurse,2024-12-02,46,0.8912,4,21,18,0.8571,15.9,12,Dec,2024,89.1,85.7
S005,Staff_05,Nurse,2024-12-09,54,0.9434,2,11,6,0.5455,13.8,12,Dec,2024,94.3,54.6
S005,Staff_05,Nurse,2024-12-16,41,0.8323,3,17,11,0.6471,17.0,12,Dec,2024,83.2,64.7
S005,Staff_05,Nurse,2024-12-23,90,0.8423,0,23,22,0.9565,13.0,12,Dec,2024,84.2,95.6
S005,Staff_05,Nurse,2024-12-30,120,0.9835,1,17,15,0.8824,16.7,12,Dec,2024,98.4,88.2
S006,Staff_06,Receptionist,2023-06-05,46,0.8685,5,22,13,0.5909,9.0,6,Jun,2023,86.9,59.1
S006,Staff_06,Receptionist,2023-06-12,85,0.8672,0,24,20,0.8333,10.2,6,Jun,2023,86.7,83.3
S006,Staff_06,Receptionist,2023-06-19,74,0.8815,1,8,7,0.875,13.9,6,Jun,2023,88.1,87.5
S006,Staff_06,Receptionist,2023-06-26,108,0.8469,0,24,15,0.625,11.3,6,Jun,2023,84.7,62.5
S006,Staff_06,Receptionist,2023-07-03,89,0.8086,2,7,5,0.7143,18.1,7,Jul,2023,80.9,71.4
S006,Staff_06,Receptionist,2023-07-10,67,0.7873,1,11,7,0.6364,12.9,7,Jul,2023,78.7,63.6
S006,Staff_06,Receptionist,2023-07-17,110,0.9848,5,11,7,0.6364,10.0,7,Jul,2023,98.5,63.6
S006,Staff_06,Receptionist,2023-07-24,96,0.8387,0,13,11,0.8462,8.0,7,Jul,2023,83.9,84.6
S006,Staff_06,Receptionist,2023-07-31,64,0.9056,1,13,8,0.6154,16.2,7,Jul,2023,90.6,61.5
S006,Staff_06,Receptionist,2023-08-07,55,0.7963,2,24,19,0.7917,13.2,8,Aug,2023,79.6,79.2
S006,Staff_06,Receptionist,2023-08-14,84,0.9103,0,16,15,0.9375,16.8,8,Aug,2023,91.0,93.8
S006,Staff_06,Receptionist,2023-08-21,52,0.8515,5,23,18,0.7826,14.0,8,Aug,2023,85.2,78.3
S006,Staff_06,Receptionist,2023-08-28,105,0.8071,3,21,19,0.9048,16.0,8,Aug,2023,80.7,90.5
S006,Staff_06,Receptionist,2023-09-04,48,0.8475,4,23,19,0.8261,19.3,9,Sep,2023,84.8,82.6
S006,Staff_06,Receptionist,2023-09-11,109,0.9866,1,24,21,0.875,18.2,9,Sep,2023,98.7,87.5
S006,Staff_06,Receptionist,2023-09-18,99,0.8557,0,11,9,0.8182,17.0,9,Sep,2023,85.6,81.8
S006,Staff_06,Receptionist,2023-09-25,104,0.8545,1,10,8,0.8,18.7,9,Sep,2023,85.4,80.0
S006,Staff_06,Receptionist,2023-10-02,44,0.8584,4,24,22,0.9167,14.2,10,Oct,2023,85.8,91.7
S006,Staff_06,Receptionist,2023-10-09,61,0.8956,4,25,24,0.96,9.7,10,Oct,2023,89.6,96.0
S006,Staff_06,Receptionist,2023-10-16,87,0.8992,3,15,10,0.6667,17.7,10,Oct,2023,89.9,66.7
S006,Staff_06,Receptionist,2023-10-23,84,0.8119,0,10,7,0.7,9.7,10,Oct,2023,81.2,70.0
S006,Staff_06,Receptionist,2023-10-30,79,0.8178,5,19,16,0.8421,18.2,10,Oct,2023,81.8,84.2
S006,Staff_06,Receptionist,2023-11-06,90,0.8318,1,5,3,0.6,13.5,11,Nov,2023,83.2,60.0
S006,Staff_06,Receptionist,2023-11-13,116,0.916,5,20,12,0.6,17.0,11,Nov,2023,91.6,60.0
S006,Staff_06,Receptionist,2023-11-20,76,0.9839,1,9,8,0.8889,8.7,11,Nov,2023,98.4,88.9
S006,Staff_06,Receptionist,2023-11-27,96,0.9352,2,12,9,0.75,16.6,11,Nov,2023,93.5,75.0
S006,Staff_06,Receptionist,2023-12-04,69,0.864,3,16,12,0.75,9.7,12,Dec,2023,86.4,75.0
S006,Staff_06,Receptionist,2023-12-11,43,0.9644,3,22,19,0.8636,14.1,12,Dec,2023,96.4,86.4
S006,Staff_06,Receptionist,2023-12-18,78,0.8223,3,24,15,0.625,11.1,12,Dec,2023,82.2,62.5
S006,Staff_06,Receptionist,2023-12-25,119,0.8562,3,7,5,0.7143,14.4,12,Dec,2023,85.6,71.4
S006,Staff_06,Receptionist,2024-01-01,62,0.9523,3,22,13,0.5909,17.5,1,Jan,2024,95.2,59.1
S006,Staff_06,Receptionist,2024-01-08,42,0.9509,5,12,7,0.5833,18.5,1,Jan,2024,95.1,58.3
S006,Staff_06,Receptionist,2024-01-15,61,0.7871,4,11,8,0.7273,13.0,1,Jan,2024,78.7,72.7
S006,Staff_06,Receptionist,2024-01-22,75,0.9887,2,15,11,0.7333,18.1,1,Jan,2024,98.9,73.3
S006,Staff_06,Receptionist,2024-01-29,93,0.8621,2,17,15,0.8824,12.9,1,Jan,2024,86.2,88.2
S006,Staff_06,Receptionist,2024-02-05,101,0.8785,0,23,20,0.8696,18.0,2,Feb,2024,87.8,87.0
S006,Staff_06,Receptionist,2024-02-12,65,0.9438,4,21,13,0.619,11.9,2,Feb,2024,94.4,61.9
S006,Staff_06,Receptionist,2024-02-19,84,0.9863,5,15,10,0.6667,18.3,2,Feb,2024,98.6,66.7
S006,Staff_06,Receptionist,2024-02-26,87,0.8948,1,17,11,0.6471,11.4,2,Feb,2024,89.5,64.7
S006,Staff_06,Receptionist,2024-03-04,73,0.9069,5,14,11,0.7857,17.5,3,Mar,2024,90.7,78.6
